치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
강원특별자치도동해시치매안심센터,치매안심센터,강원특별자치도 동해시 발한로 227 동해시치매안심센터 1층,강원특별자치도 동해시 발한동 17-9,37.5495162,129.1081409,2018-09,540,가족카페,0,8,2,행정업무(1)+물리치료사(1)+작업치료사(1)+청사관리(1),동해시치매안심센터,심재희,033-530-2426,,조기검진 및 상담+치매치료관리비지원+조호물품지원+치매환자교실운영+치매가족교실운영+가족카페운영,033-530-2401,강원특별자치도 동해시보건소,2025-11-21,4211000,강원특별자치도 동해시
춘천시 치매안심센터,치매안심센터,강원특별자치도 춘천시 스무숲길 4-46,강원특별자치도 춘천시 석사동 171-8,37.846002,127.746997,2022-12,1311,센터장실(1)+사무실(1)+회의실(1)+상담실(5)+교육실(4),0,12,3,협력의사(3)+작업치료사(1)+청원경찰(1)+행정(6),강원특별자치도 춘천시 보건소,손은진,033-250-4004,,"치매검진+무료 조기검진+정밀검진비 지원+치매환자 치료비(약제비) 지원+조호물품(기저귀,물티슈) 지원+인식표 제공+배회감지기 지원+치매환자 단기쉼터 운영+치매환자 및 가족 지원+상담 및 교육+인지강화프로그램+치매예방프로그램+치매 극복의날 행사+인식개선 및 홍보",033-250-4004,강원특별자치도 춘천시 보건소,2025-11-07,4181000,강원특별자치도 춘천시
청양군치매안심센터,치매안심센터,충청남도 청양군 청양읍 칠갑산로 7길 54,충청남도 청양군 청양읍 읍내리 261-1,36.45501978,126.8049308,2019-11,381.86,검진실+사무실+프로그램실,1,5,3,"작업치료사(2),+간호조무사(1)",청양군보건의료원,김상경,041-940-4500,,치매환자쉼터+인지재활프로그램+치매가족교실+치매자조모임+치매예방교실,041-940-4551,청양군보건의료원,2025-11-18,4590000,충청남도 청양군
북구 치매상담센터,치매안심센터,부산광역시 북구 덕천로 123,부산광역시 북구 덕천동 139-3,35.21053729,129.0181315,2019-08,998.55,5층 사무실,2,9,3,작업치료사(3)+임상심리사(1),북구보건소,김유정,051-309-5281,,치매조기검진+치매치료비지원+인지재활프로그램+가족교육 등,051-309-5281,북구보건소,2025-11-07,3320000,부산광역시 북구
금정구 치매안심센터,치매안심센터,부산광역시 금정구 중앙대로 1777,부산광역시 금정구 부곡동 78,35.24205368,129.0924546,2024-12,559.62,,0,10,2,,부산광역시 금정구보건소,엄지안,051-519-5678,,치매조기검진+치매예방프로그램+치매환자 지원+치매 인식 개선사업 등,051-519-5678,부산광역시 금정구보건소,2025-11-21,3350000,부산광역시 금정구
서구치매안심센터,치매안심센터,"부산광역시 서구 구덕로 127, 4층","부산광역시 서구 토성동5가 56-4, 4층",35.09633318,129.0220599,2020-02,,,2,7,2,작업치료사(2)+임상심리사(2),서구보건소,양태인,051-240-4912,,치매조기검진+등록관리+치매환자 지원+보호자 상담+지역자원연계+치매예방교육 및 인식개선+프로그램 운영 등,051-240-4912,부산서구보건소,2025-11-18,3260000,부산광역시 서구
함양군 치매안심센터,치매안심센터,경상남도 함양군 함양읍 한들로 141,경상남도 함양군 함양읍 용평리 630-3,35.5196763,127.731782,2018-12,398,사무실+상담실+검진실+쉼터+가족카페+프로그램실,1,5,5,"작업치료사2, 행정인원 2",함양군보건소,,055-960-5355,,치매조기검진+치매환자상담 및 등록관리+조호물품제공+맞춤형사례관리+인지재활프로그램운영+치매가족모임운영+치매인식개선사업+치매환자실종예방사업 등,055-960-5355,경상남도 함양군보건소,2025-11-21,5460000,경상남도 함양군
금천구치매안심센터,치매안심센터,"서울특별시 금천구 시흥대로 123길 11(독산1동 주민센터) 6층, 7층",서울특별시 금천구 독산동 289-5,37.47021905,126.8970437,2009-08,748.1,사무실1(센터장실1)+상담실(5)+기억키움학교1+프로그램실4+휴게실1+가족카페1+화장실4,1,10,4,작업치료사4,고려대학교 구로병원,병원장 정희진,02-3281-9082,2023-01-01,예방 및 인식개선 사업+조기검진 사업+등록관리사업+치매치료관리비 지원사업+중증치매노인공공후견사업,02-2627-2142,서울특별시 금천구 보건소,2025-11-26,3170000,서울특별시 금천구
강화군치매안심센터,치매안심센터,인천광역시 강화군 강화읍 충렬사로 26-1,인천광역시 강화군 강화읍 남산리 324-1,37.73723039,126.4847095,2018-12,544.36,사무실(2)+프로그램실(2)+검사실(3)+대기실(2),0,3,7,작업치료사(2)+임상심리사(2)+임상병리사(1)+물리치료사(2)+치과위생사(1)+간호조무사(4)+송영차량 운전수(4),인천광역시 강화군보건소,이은경,032-930-4057,,치매 선별검사 및 진단검사+치매예방 프로그램+치매환자 돌봄+치매환자 지원+치매환자 가족 지원+치매환자 인지재활 프로그램+치매 인식개선 홍보,032-930-4057,인천광역시 강화군보건소,2025-11-20,3570000,인천광역시 강화군
신안군치매안심센터,치매안심센터,전라남도 신안군 압해읍 천사로 1004,,34.83360218,126.3514253,2019-12,191,,1,7,1,작업치료사(1),신안군보건소,김현희,061-240-8081,,치매예방교육 및 인지건강프로그램+치매인식개선 및 예방교육+치매조기검진사업+치매치료관리비지원사업+배회가능 어르신 인식표 무료 보급,,전라남도 신안군청,2025-11-24,5010000,전라남도 신안군
영암군치매안심센터,치매안심센터,전라남도 영암군 영암읍오리정길39,전라남도 영암군 영암읍 춘양리 525,34.79533941,126.7033414,2019-12,439.01,영암군보건소,0,6,3,의무기록사(1)+물리치료사(1)+작업치료사(2),치매안심센터,최문형,061-470-6030,,치매환자 쉼터+치매예방교실인지강화교실,061-470-6525,영암군보건소,2025-11-01,4940000,전라남도 영암군
달성군치매안심센터,치매안심센터,대구광역시 달성군 현풍읍 현풍중앙로27,대구광역시 달성군 현풍읍 하리 253-2,35.692006,128.446211,2025-06,874.74,사무실(1)+상담실(2)+센터장실(1)+작업치료실(2)+교육실(1)+쉼터(1)+카페(1),1,11,4,작업치료사(2)+치과위생사(1),달성군보건소,권선영,053-668-3841,,치매선별검사+치매예방프로그램+치매인지재활프로그램 등,053-668-3841,대구광역시 달성군보건소,2025-11-26,3480000,대구광역시 달성군
태안군치매안심센터,치매안심센터,충청남도 태안군 태안읍 서해로 1952-16,충청남도 태안군 태안읍 평천리 698-6,36.75187751,126.3231965,2018-07,330,사무실(1)+프로그램실(1)+검진실(3)+로비(1)+가족카페(1),1,10,2,작업치료사(2)+송영기사(1)+부센터장(1),태안군보건의료원,조수현,041-671-1632,,인지선별검사+치매인식개선활동+치매프로그램운영+맞춤형사례관리 등,041-671-1608,태안군보건의료원,2025-06-19,4620000,충청남도 태안군
부평구치매안심센터,치매안심센터,인천광역시 부평구 주부토로 65,인천광역시 부평구 부평동 434-3,37.500824,126.7249026,2016-09,981,사무실(1)+프로그램실(4)+상담실(4),2,34,1,,인천광역시 부평구보건소,김윤자,032-509-1300,,치매조기선별검진+진단검사+인지건강프로그램운영등,032-509-1300,인천광역시 부평구보건소,2025-05-31,3540000,인천광역시 부평구
영천시치매안심센터,치매안심센터,경상북도 영천시 옛군청 1길 31,경상북도 영천시 문내동 152-1,35.9687455,128.9324014,2018-12,614.39,사무실(1)+진료실(1)+검진실(1)+상담실(1)+카페(1)+프로그램실(1),0,13,2,작업치료사(4)+기타(2),영천시보건소,박선희,054-339-7845,,치매선별검사+치매예방홍보+치매서포터즈운영+치매진단검사+예방프로그램 운영+인지강화프로그램 운영+치매환자프로그램 운영+치매치료관리비 지원+치매대상자 사례관리+치매대상자 실종예방 배회인식표 발급 및 지문등록+조호물품 지원,054-339-7844,경상북도 영천시 보건소,2025-06-20,5100000,경상북도 영천시
성주군치매안심센터,치매안심센터,경상북도 성주군 성주읍 성밖숲길12,경상북도 성주군 성주읍 경산리 436-1,35.91738188,128.2786954,2017-01,333.4,보건소건강증진센터2층,0,4,7,작업치료사(1)+행정업무지원(4),성주군보건소,,054-930-8187,,인지강화및치매환자교실 운영 등,054-930-8271,성주군보건소,2025-06-20,5210000,경상북도 성주군
진도군치매안심센터,치매안심센터,전라남도 진도군 진도읍 남동1길 40-9,전라남도 진도군 진도읍 남동리 776-26,34.480308,126.2629491,2018-12,,,0,5,0,작업치료사(2)+공무원(3),진도군보건소,이경희,061-540-6961,,치매조기검진 및 등록관리+인지건강프로그램 등,061-540-6961,전라남도 진도군 보건소,2025-06-23,5000000,전라남도 진도군
은평구치매안심센터,치매안심센터,서울특별시 은평구 연서로34길 11,서울특별시 은평구 불광동 130-2,37.6215461,126.9276913,2008-12,520.78,,1,9,5,"음악치료사 1,작업치료사 3,행정요원 2",가톨릭대학교 은평성모병원,임은혜,02-388-8233,2017-01-01,"치매 조기검진 및 등록관리, 치료비 지원 및 사례관리, 인지건강프로그램 운영, 치매예방 교육 및 홍보",02-351-8682,서울특별시 은평구 보건소,2025-06-24,3110000,서울특별시 은평구
[분소]제주도서귀포시치매안심센터(중문분소),치매안심센터,제주특별자치도 서귀포시 천제연로 277 (중문동),제주특별자치도 서귀포시 중문동 1864-1,33.25138876,126.434693,2020-07,109.09,사무실+상담실+검진실+프로그램실,0,1,0,,제주특별자치도 서귀포시 중문보건지소,현승호,064-760-6555,,치매상담 및 등록 관리사업+치매조기검진+치매환자 조호물품제공+치매치료관리비 지원+인지재활 프로그램 운영 등,064-760-6557,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
[분소]서귀포시서부치매안심센터(안덕분소),치매안심센터,"제주특별자치도 서귀포시 안덕면 화순중앙로12번길 30-9 (화순리, 안덕보건지소)",제주특별자치도 서귀포시 안덕면 화순리 1158-11,33.250552,126.3313996,2021-07,,,0,1,0,,제주특별자치도 서귀포시 안덕보건지소,고행선,064-760-0975,,치매조기검진+치매상담 및 등록관리+치매환자 쉼터 운영+조호물품지원 등의 다양한 치매통합서비스 제공,,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
홍성군치매안심센터,치매안심센터,충청남도 홍성군 홍성읍 문화로 106,충청남도 홍성군 홍성읍 오관리 474-7,36.59664192,126.6630613,2019-01,498,사무실+검진실+프로그램실+가족카페+쉼터,0,16,3,5(작업치료사 등),충청남도 홍성군 보건소,김정식,041-630-9076,,등록+조기검진+인지재활+강화프로그램,041-630-2588,홍성군치매안심센터,2025-06-30,4600000,충청남도 홍성군
진천군치매안심센터,치매안심센터,충청북도 진천군 덕산읍 연미로 29,,36.89921785,127.528885,2018-11,279,,0,5,2,임상심리사(1)+치위생사(1)+영양사(1)+임상병리사(1),충청북도 진천군,허선미,043-539-7782,,치매환자쉼터운영+치매극복의 날 행사+치매예방수칙 및 예방운동 알림+치매파트너 양성+치메안심마을+치매안심등불+찾아가는 기억지키미 운영 등,,충청북도 진천군,2025-06-30,4450000,충청북도 진천군
충주시치매안심센터,치매안심센터,충청북도 충주시 사직산21길 34,충청북도 충주시 문화동1655,36.97085167,127.9280135,2019-12,619.86,사무실(1)+교육실(3)+가족카페(1)+검사실(3),0,10,2,작업치료사(3)+물리치료사(2)+행정(2),충주시보건소,정상구,043-850-1780,,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영",043-850-1780,충청북도 충주시청,2025-06-30,4390000,충청북도 충주시
흥선치매안심센터,치매안심센터,"경기도 의정부시 흥선로 20, 1층 (가능동, 흥선동행정복지센터)",,37.74626788,127.0306477,2018-12,132,,0,2,0,작업치료사(1),의정부시 보건소,장연국,031-870-6166,,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,031-870-6121,의정부시 보건소,2025-09-12,3820000,경기도 의정부시
경기도의정부시치매안심센터(송산),치매안심센터,"경기도 의정부시 민락로 360, 5층 (낙양동, 송산3동 공공복합청사)",,37.75318982,127.1137733,2018-12,290.14,,0,5,0,작업치료사(1)+위생사(1),의정부시 보건소,장연국,031-870-6202,,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,031-870-6121,의정부시 보건소,2025-09-12,3820000,경기도 의정부시
서대문구치매안심센터,치매안심센터,서울특별시 서대문구 연희로 290,서울특별시 서대문구 홍은2동 425-3 한국자유총연맹,37.58292926,126.9364454,2009-12,,,1,6,5,작업치료사(6)+음악치료사(1)+간호조무사(1),서대문구 치매안심센터,김어수,02-379-0183,,경증 치매환자 대상 단기 보호(쉼터)운영+치매가족교육+온라인 치매예방 프로그램+치매가족 카페+힐링 프로그램 등,02-330-1738,서대문구보건소,2025-09-01,3120000,서울특별시 서대문구
아산시치매안심센터,치매안심센터,충청남도 아산시 번영로 216번길 18,충청남도 아산시 모종동 574-1,36.78291637,127.0140673,2018-11,720,쉼터+가족카페,0,13,1,작업치료사(1),충청남도 아산시,최원경,041-537-3474,,쉼터운영(인지재활+인지강화+치매예방프로그램),041-537-3474,충청남도 아산시,2025-08-31,4520000,충청남도 아산시
동남구치매안심센터,치매안심센터,충청남도 천안시 동남구 버들로 40,충청남도 천안시 동남구 문화동 112-1,36.80718993,127.1514636,2018-01,578,사무실2+프로그램실1+상담실1+검사실1+쉼터1+가족카페1,0,11,2,작업치료사(3)+기타(1),동남구보건소,정정희,041-521-3343,,치매조기검진+인지재활+쉼터+가족지원사업 등,041-521-5008,충청남도 천안시청,2025-09-01,4490000,충청남도 천안시
서북구치매안심센터,치매안심센터,충청남도 천안시 서북구 서부8길 29,충청남도 천안시 서북구 성정동 684-1,36.8197764,127.1398813,2012-03,489,사무실2+프로그램실2+상담실1+검사실1+쉼터1+가족카페1,0,9,3,치위생사(1)+작업치료사(2)+임상심리사(1),서북구보건소,이현기,041-521-5740,,치매조기검진+인지재활+쉼터+가족지원사업 등,041-521-5928,충청남도 천안시청,2025-09-01,4490000,충청남도 천안시
양천구치매안심센터,치매안심센터,"서울특별시 양천구 남부순환로 407, 4층(신월동, 신월보건지소)",서울특별시 양천구 신월동 131-4,37.53133859,126.831824,2008-05,630.6,사무실(1)+상담실(1)+검진실(2)+진료실(1)+훈련실(3)+기억키움학교(1) 등,1,12,4,작업치료사(5)+임상심리사(1)+운동치료사(1),이화의대부속 목동병원,유경하,02-2698-8680,2008-03-27,치매검사+치매 상담 및 등록관리+치매가족지원+치매인식개선+인지강화 및 치매예방교실 운영 등,02-2620-4348,서울특별시 양천구청,2025-09-04,3140000,서울특별시 양천구
군포시치매안심센터,치매안심센터,경기도 군포시 산본로 329,,37.3599873,126.9330897,2018-12,,,0,10,4,,군포시보건소,,031-389-4988,,무료 치매검사+치매예방프로그램+치매환자쉼터+치매가족지원프로그램+조호물품 지원+치매치료관리비 지원+치매환자 실종예방+치매안심마을 운영+치매 인식개선,,경기도 군포시청,2025-09-11,4020000,경기도 군포시
대구광역시중구치매안심센터,치매안심센터,대구광역시 중구 태평로 45,대구광역시 중구 태평로3가 174-1,35.87790606,128.5833355,2018-11,,사무실+검진실+프로그램실+치매가족카페,1,7,3,,대구광역시중구보건소,황석선,053-661-3911,,선별검사+진단검사+상담+치매예방교육+기억쉼터 운영 및 인지재활프로그램+가족교실 운영+맞춤형사례관리 등,053-661-3911,대구광역시 중구 보건소,2025-09-16,3410000,대구광역시 중구
문경시치매안심센터,치매안심센터,경상북도 문경시 점촌1길 13,경상북도 문경시 점촌동 234-12,36.59635348,128.1980094,2019-10,337.73,사무실(1)+검사실(1)+상담실(1)+프로그램실(2)+회의실(1)+가족카페(1),1,12,2,작업치료사(1)+임상심리사(1)+기타(4),경상북도 문경시 보건소,박애주,054-555-2033,,치매조기검진사업+치매쉼터운영+치매보듬마을운영+치매조호물품지원+치매치료비지원+실종노인 발생예방 및 찾기 사업+치매공공후견사업+치매환자 맞춤형 사례관리사업+치매예방관리사업+치매가족 및 보호자 지원사업+배회가능 어르신 인식표 보급 사업+치매인식개선사업+치매파트너사업+치매안심센터 분소 설치 및 운영,054-550-8084,경상북도 문경시 보건소,2025-09-18,5120000,경상북도 문경시
종로구 치매안심센터,치매안심센터,서울특별시 종로구 평창문화로 50,서울특별시 종로구 평창동 235-2,37.60542184,126.9669268,2009-11,475.52,사무실(1)+가족카페(1)+기억키움학교(1)+프로그램실(1)+진료실(1)+검진실(2)+강당(1)+서고(1)+화장실(4),1,6,4,작업치료사(6)+행정(1),서울대학교병원,박지은,02-3675-9001,2024-01-01,치매예방 및 인식개선사업+치매조기검진 사업+치매예방등록관리 사업+저소득층 치매치료비 및 원인확진검사비 지원 사업+치매지역사회자원강화 사업 등,02-2148-3603,서울특별시 종로구보건소,2025-06-23,3000000,서울특별시 종로구
영덕군치매안심센터,광역치매센터,경상북도 영덕군 영덕읍 군청길 53,,36.41354512,129.373558,2019-07,544.76,"가족쉼터실, 상담실, 검진실, 교육실, 프로그램실(2), 사무실, 공보의 숙소",3,8,2,작업치료사(2),영덕군치매안심센터,김재희,054-730-7177,,무료치매검사+치매극복의날기념행사+치매홍보서포터즈 운영등,054-880-3796,경상북도청 보건정책과 외로움대책팀,2023-06-01,5180000,경상북도 영덕군
횡성군보건소,치매안심센터,강원특별자치도 횡성군 횡성읍 횡성로 379,,37.4871296,127.9844504,2019-12,,사무실+검진실,1,7,1,작업치료사(2)+공무원행정인력(3),횡성군보건소,김영대,033-340-5653,,인지재활프로그램,033-340-5653,횡성군보건소,2023-08-31,4261000,강원특별자치도 횡성군
고성군치매안심센터,치매안심센터,강원특별자치도 고성군 간성읍 수성로 30,강원특별자치도 고성군 간성읍 신안리 178,38.37761662,128.4721409,2021-01,,사무실(1)+프로그램실(1)+가족카페(1)+검진실(2)+휴게실(1)+창고(1),0,6,0,작업치료사(4),강원특별자치도 고성군보건소,김선미,033-680-3798,,치매조기검진사업+쉼터+가족지지+인지재활 등,033-680-3798,강원특별자치도 고성군보건소,2023-08-31,4341000,강원특별자치도 고성군
목포시치매안심센터,치매안심센터,"전라남도 목포시 수문로 32, 트윈스타 3층 목포시치매안심센터(남교동)",전라남도 목포시 남교동 164,34.7931322,126.3829337,2022-12,1048,,0,11,3,작업치료사(2)+기타(3),전라남도 목포시,김경희,061-270-4271,2018-04-13,등록관리+프로그램 운영,061-270-4271,전라남도 목포시,2025-11-05,6460000,전라남도
서구치매안심센터,치매안심센터,"인천광역시 서구 봉오재3로94번길11, 5층","인천광역시 서구 가정동 618-5, 5층",37.52682789,126.6704777,2018-12,1814,구립 서구치매전담형주야간보호센터 치매안심돌봄터,0,24,1,,인천광역시 서구보건소,장준영,032-718-0630,,치매 선별검사 및 진단검사+치매예방 프로그램+치매환자 돌봄+치매환자 지원+치매환자 가족 지원+치매환자 인지재활 프로그램+치매 인식개선 홍보,032-718-0630,인천광역시 서구보건소,2025-07-03,3560000,인천광역시 서구
분당구보건소 치매안심센터,치매안심센터,경기도 성남시 분당구 내정로 94(정자동 한솔마을 711동 1층),경기도 성남시 분당구 정자동 101,37.367389,127.115509,2018-12,564,진료실(1)+사무실(1)+프로그램실(3)+쉼터(1)+가족카페(1) 등,0,12,3,협력의사(2)+임상심리사(1)+작업치료사(3)+기타(3)+청소(1),분당구보건소,구성수,031-729-8783,,상담 및 등록관리+치매 조기검진+치매예방관리+치매환자 쉼터 운영+치매지원 서비스+치매가족 및 보호자 지원사업+치매 인식개선 및 교육홍보+치매 안심마을 운영+치매 공공 후견사업,031-729-8978,경기도 성남시 분당구보건소,2025-05-30,3780000,경기도 성남시
중원구보건소 치매안심센터,치매안심센터,경기도 성남시 중원구 금상로 137(상대원동),경기도 성남시 중원구 상대원동 269-10,37.442188,127.170527,2017-01,1939.9,사무실(3)+회의실(1)+쉼터(1)+프로그램실(4)+검사실(2)+상담실(2)+진료실(1)+카페1개등,1,8,4,임상심리사(1)+작업치료사(4)+사무(1),(의)롯데의료재단,김천주,031-739-3030,2023-01-01,상담 및 등록관리+치매 조기검진+치매예방관리+치매환자 쉼터 운영+치매지원 서비스+치매가족 및 보호자 지원사업+치매 인식개선 및 교육홍보+치매 안심마을 운영+치매 공공 후견사업,031-729-3922,경기도 성남시 중원구 보건소,2025-05-30,3780000,경기도 성남시
수정구보건소 치매안심센터,치매안심센터,경기도 성남시 수정구 수정로 218,경기도 성남시 수정구 신흥동 3435,37.444312,127.14406,2017-01,47,사무실(1)+프로그램실(3)+상담실(2)+검진실(1)+교육상담실+가족카페+정원등,0,12,2,작업치료사(3)+기간제 사회복지사(5)+청년인턴(1),수정구보건소,강연하,031-729-3879,,상담 및 등록관리+치매 조기검진+치매예방관리+치매환자 쉼터 운영+치매지원 서비스+치매가족 및 보호자 지원사업+치매 인식개선 및 교육홍보+치매 안심마을 운영+치매 공공 후견사업,031-729-3879,경기도 성남시 수정구 보건소,2025-05-30,3780000,경기도 성남시
창녕군 치매안심센터,치매안심센터,경상남도 창녕군 창녕읍 군청1길 37,경상남도 창녕군 창녕읍 교리 996-1,35.543618,128.490055,2018-07,524.97,,2,9,2,작업치료사(1)+행정(3),창녕군보건소,권석규,055-530-7503,,치매환자 등록 및 관리+치매조기검진+치매예방교육 및 인식개선+치매가족교육 및 자조모임+쉼터프로그램운영 등,055-530-7503,경상남도 창녕군보건소,2025-04-30,5410000,경상남도 창녕군
울산광역시남구치매안심센터,치매안심센터,울산광역시 남구 삼산중로 132,울산광역시 남구 삼산동 1538-4,35.54535759,129.3363268,2019-04,997.14,사무실(1)+검진실(1)+상담실(3)+심리안정실(1)+인지체험관(1)+쉼터(1)+교육실(1),1,8,1,임상심리사(1)+작업치료사(4)+임상병리사(1)+기타(2),남구보건소,유태욱,052-226-2323,,상담 및 등록관리사업+조기검진사업+쉼터운영사업+가족지원사업+치매인식개선홍보사업,052-226-2317,울산광역시 남구보건소,2025-05-29,3700000,울산광역시 남구
대구북구치매안심센터,치매안심센터,"대구광역시 북구 성북로49, 5층",대구광역시 북구 침산동 521-2,35.8918696,128.588898,2019-07,651.18,검진실(3)+로비+사무실+교육실(2)+기억쉼터+어르신운동실+탕비실,1,14,4,작업치료사(3)+운전원(1)+임상심리사(1)+행정(1),대구북구보건소,이영숙,053-665-3135,2017-12-01,치매조기검진+치매치료관리비지원+조호물품 제공+치매예방프로그램+쉼터운영+가족지원+치매환자 실종예방사업+맞춤형사례관리+치매인식개선사업 등,053-665-4267,대구북구보건소,2025-05-28,3450000,대구광역시 북구
전북특별자치도광역치매센터,광역치매센터,"전북특별자치도 전주시 완산구 서원로 328, 2층",,35.81213116,127.1302611,2010-12,,,1,1,3,정신건강임상심리사(1)+작업치료사(3),예수병원,한명일,063-247-6082,2025-01-01,치매관리사업 계획+치매연구치매안심센터 및 노인복지시설 기술지원+치매관련 종사인력에 대한 교육훈련+치매환자 및 가족에 대한 치매의 예방 교육 및 홍보 등,,전북특별자치도청,2025-01-24,6540000,전북특별자치도
서귀포시동부보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 남원읍 태위로 527,제주특별자치도 서귀포시 남원읍 남원리 2359-1,33.275629,126.703417,2018-07,364.29,사무실+상담실+검진실+프로그램실+치매카페,0,3,3,,제주특별자치도 서귀포시 동부보건소,강은아,064-760-6141,,등록관리+조기검진+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,064-760-6125,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
서귀포보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 중앙로101번길 52,제주특별자치도 서귀포시 서홍동 447-3,33.253426,126.555363,2018-07,494.01,사무실+상담실+검진실+프로그램실+치매카페,0,7,2,,제주특별자치도 서귀포시 서귀포보건소,현승호,064-760-6555,,등록관리+조기검진+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,064-760-6555,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
서귀포시서부보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 대정읍 최남단해안로 15번길 12,제주특별자치도 서귀포시 대정읍 하모리 767-8,33.218673,126.253245,2018-07,290.85,사무실+상담실+검진실+프로그램실+치매카페+쉼터,0,4,0,,제주특별자치도 서귀포시 서부보건소,고행선,064-760-6249,,등록관리+조기검진+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,064-760-6249,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
영월군 치매안심센터,치매안심센터,강원특별자치도 영월군 영월읍 하송로 46-43,강원특별자치도 영월군 영월읍 하송리 236-2,37.18544643,128.461674,2018-12,462,사무실+진료실+검진실+상담실+교육실+쉼터(프로그램실)+카페,0,5,1,작업치료사(2)+총괄(1),강원특별자치도 영월군 보건소,호희남,033-370-5441,,무료치매검사+맞춤형 사례관리+치매극복의 날 기념행사+치매파트너 양성+인지재활 프로그램+가족교실(헤아림)+치매예방교실+치매극복주간 기념행사(인식개선 캠페인 등) 제공 등,1577-0545,강원특별자치도 영월군청,2025-09-03,4271000,강원특별자치도 영월군
대전광역시 중구 치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557502,127.4212953,2018-12,647,사무실(1)+프로그램실(3)+로비 등,2,9,2,작업치료사(2)+임상심리사(2),대전광역시 중구보건소,황효숙,042-288-8180,,치매환자 등록 관리+가족교육+예방교육+치매검사+인지훈련 등,042-288-8180,대전광역시 중구청,2025-09-02,3650000,대전광역시 중구
의성군치매안심센터,치매안심센터,"경상북도 의성군 의성읍 구봉길 228, 의성군보건소 4층","경상북도 의성군 의성읍 도서리 104-1, 의성군보건소 4층",36.345603,128.6976946,2019-12,479,사무실(1)+진단실(1)+상담실(2)+프로그램실(1)+교육실(1)+가족카페(1),2,4,5,작업치료사(2)+물리치료사(1),경상북도 의성군보건소,이선희,054-830-6660,,치매 조기검진+치매환자 맞춤형 사례관리+치매환자쉼터+치매 가족 지원+치매 인식 개선+치매 파트너+치매보듬마을 등,054-830-6222,경상북도 의성군청,2025-09-03,5150000,경상북도 의성군
부산광역시 강서구 치매안심센터,치매안심센터,부산광역시 강서구 낙동북로102번길 76,부산광역시 강서구 강동동 60-3,35.21620512,128.9376702,2018-12,,,1,9,3,임상심리사(1)+작업치료사(1),부산광역시 강서구청,천동환,051-970-2600,,치매상담+치매조기검진사업+치매예방교실+치매환자쉼터+치매가족교실+치매치료비지원+치매환자조호물품지원+치매인식개선사업 등,051-970-3415,부산광역시 강서구 보건소,2025-09-01,3360000,부산광역시 강서구
[분소]서귀포시동부치매안심센터(표선분소),치매안심센터,"제주특별자치도 서귀포시 표선면 표선중앙로 17 (표선리, 표선보건지소)",제주특별자치도 서귀포시 표선면 표선리 312,33.331192,126.830292,2021-05,,,0,0,0,,제주특별자치도 서귀포시 표선보건지소,강은아,064-760-6365,,치매 조기 검진+치매상담 및 등록관리+치매 환자 쉼터+조호물품 지원 등의 치매통합서비스 제공,,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
[분소]서귀포시동부치매안심센터(성산분소),치매안심센터,"제주특별자치도 서귀포시 성산읍 고성오조로 42 (고성리, 성산보건지소)",제주특별자치도 서귀포시 성산읍 고성리 336-2,33.44655494,126.9157478,2021-05,,,0,0,0,,제주특별자치도 서귀포시 성산보건지소,강은아,064-760-6477,,치매 조기 검진+치매상담 및 등록관리+치매 환자 쉼터+조호물품 지원 등의 치매통합서비스 제공,,제주특별자치도 서귀포시,2024-03-01,6520000,제주특별자치도 서귀포시
