시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
부영2단지아파트경로당,경로당,경기도 평택시 이충로 93-15 (이충동),,37.061452,127.068011,영업,031-668-2367,1996-05-25,82.65,경기도 평택시청,2026-03-15,3910000,경기도 평택시
부영1단지아파트경로당,경로당,경기도 평택시 이충로 93-4 (이충동),,37.062874,127.065508,영업,031-668-4448,1996-05-25,82.65,경기도 평택시청,2026-03-15,3910000,경기도 평택시
반지주공아파트경로당,경로당,경기도 평택시 이충로 38 (이충동),,37.060583,127.069753,영업,031-667-7013,2006-04-28,78.02,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동막경로당,경로당,경기도 평택시 동막길 84-5,,37.075392,127.092334,영업,031-666-5854,2008-11-10,102,경기도 평택시청,2026-03-15,3910000,경기도 평택시
대림아파트경로당,경로당,경기도 평택시 지산로 101 (독곡동),,37.081727,127.064467,영업,031-667-5572,1994-07-22,49.59,경기도 평택시청,2026-03-15,3910000,경기도 평택시
건지경로당,경로당,경기도 평택시 지산로115번길 49-1 (지산동),,37.083568,127.070597,영업,031-662-9311,2009-11-26,56.31,경기도 평택시청,2026-03-15,3910000,경기도 평택시
KCC스위첸아파트경로당,경로당,경기도 평택시 지산로 128 (지산동),,37.080513,127.068216,영업,031-667-2494,2006-12-26,95.87,경기도 평택시청,2026-03-15,3910000,경기도 평택시
한양청솔아파트경로당,경로당,경기도 평택시 지산2로 27 (지산동),,37.074044,127.063348,영업,031-662-0016,1996-08-30,73,경기도 평택시청,2026-03-15,3910000,경기도 평택시
지산현대아파트경로당,경로당,경기도 평택시 송탄공원로 135 (지산동),,37.078737,127.062457,영업,031-661-6915,1992-11-09,54,경기도 평택시청,2026-03-15,3910000,경기도 평택시
지산경로당,경로당,경기도 평택시 지산로12번길 62 (지산동),,37.076416,127.056053,영업,031-662-5380,2001-12-31,106,경기도 평택시청,2026-03-15,3910000,경기도 평택시
좌울경로당,경로당,경기도 평택시 지산1로24번길 17-4 (지산동),,37.077212,127.059889,영업,031-667-1897,2012-12-31,117,경기도 평택시청,2026-03-15,3910000,경기도 평택시
우성아파트경로당,경로당,"경기도 평택시 지산2로 30, (지산동)",,37.073414,127.065064,영업,031-663-6058,1992-10-02,93,경기도 평택시청,2026-03-15,3910000,경기도 평택시
미주아파트경로당,경로당,경기도 평택시 지산2로 45 (지산동),,37.075775,127.062842,영업,031-666-4118,1992-10-31,60,경기도 평택시청,2026-03-15,3910000,경기도 평택시
건영아파트(휴지)경로당,경로당,경기도 평택시 지산2로 50 (지산동),,37.075191,127.06412,휴업,031-664-4445,1993-03-29,73,경기도 평택시청,2026-03-15,3910000,경기도 평택시
하리경로당,경로당,경기도 평택시 하리길 5,,37.050778,127.10722,영업,031-663-0028,2002-12-31,92,경기도 평택시청,2026-03-15,3910000,경기도 평택시
코오롱하늘채(아)경로당,경로당,경기도 평택시 추담로 58-78 (장안동),,37.059029,127.077099,영업,,2013-04-22,277,경기도 평택시청,2026-03-15,3910000,경기도 평택시
칠원동광아파트경로당,경로당,경기도 평택시 원칠원길 56 (칠원동),,37.031584,127.101251,영업,031-664-0031,2003-11-11,112,경기도 평택시청,2026-03-15,3910000,경기도 평택시
칠원경로당,경로당,경기도 평택시 원칠원길 71-2,,37.033011,127.099335,영업,031-666-1212,1996-01-01,49.95,경기도 평택시청,2026-03-15,3910000,경기도 평택시
칠괴우림필유경로당,경로당,경기도 평택시 칠괴길 138-33 (칠괴동),,37.026465,127.083588,영업,031-8029-1145,2006-05-30,25,경기도 평택시청,2026-03-15,3910000,경기도 평택시
칠괴경로당,경로당,경기도 평택시 칠괴길 132,,37.026893,127.082874,영업,031-665-9310,1996-01-01,83,경기도 평택시청,2026-03-15,3910000,경기도 평택시
중리경로당,경로당,경기도 평택시 중리길 33-4 (가재동),,37.044965,127.08585,영업,,1978-01-01,56.18,경기도 평택시청,2026-03-15,3910000,경기도 평택시
장안마을경로당,경로당,경기도 평택시 장안길 80 (장안동),,37.058721,127.081806,영업,,2013-01-01,98,경기도 평택시청,2026-03-15,3910000,경기도 평택시
원도일경로당,경로당,경기도 평택시 원도일길 35 (도일동),,37.042277,127.103205,영업,031-666-7281,2008-01-01,59,경기도 평택시청,2026-03-15,3910000,경기도 평택시
신촌경로당,경로당,경기도 평택시 새말로27번길 17-5,,37.028695,127.106579,영업,031-663-8733,2003-01-01,51.23,경기도 평택시청,2026-03-15,3910000,경기도 평택시
소곡경로당,경로당,경기도 평택시 막곡길 71-7,,37.041166,127.087514,영업,031-665-1197,1999-01-01,102,경기도 평택시청,2026-03-15,3910000,경기도 평택시
상리경로당,경로당,경기도 평택시 상리길 1-75,,37.05778,127.116909,영업,031-611-6159,2001-01-01,72,경기도 평택시청,2026-03-15,3910000,경기도 평택시
방혜동경로당,경로당,경기도 평택시 방혜동길 43-3,,37.044593,127.087844,영업,031-663-6005,2002-01-01,52,경기도 평택시청,2026-03-15,3910000,경기도 평택시
모곡경로당,경로당,경기도 평택시 모곡길 45-17,,37.030424,127.074593,영업,031-665-0945,1999-01-01,99,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동문굿모닝힐맘시티4단지경로당,경로당,경기도 평택시 신촌5로 56 (칠원동),,37.025086,127.105936,영업,,2019-08-27,116,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동문굿모닝힐맘시티3단지경로당,경로당,경기도 평택시 신촌5로 20 (칠원동),,37.02450982,127.1014883,영업,,2021-08-13,165.4,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동문굿모닝힐맘시티2단지경로당,경로당,경기도 평택시 신촌3로 12 (칠원동),,37.027549,127.105154,영업,,2019-08-27,119.44,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동문굿모닝힐맘시티1단지경로당,경로당,경기도 평택시 신촌1로 9 (칠원동),,37.026058,127.101047,영업,,2019-08-27,116.15,경기도 평택시청,2026-03-15,3910000,경기도 평택시
도일경로당,경로당,경기도 평택시 원릉군길 147,,37.05676,127.109433,영업,,1998-05-01,90.93,경기도 평택시청,2026-03-15,3910000,경기도 평택시
내리경로당,경로당,경기도 평택시 원릉군길 135-3,,37.057058,127.10835,영업,031-662-9192,2008-01-01,81,경기도 평택시청,2026-03-15,3910000,경기도 평택시
가재우림필유아파트경로당,경로당,경기도 평택시 막곡길 11 (가재동),,37.039775,127.084754,영업,031-668-6656,2006-07-21,118,경기도 평택시청,2026-03-15,3910000,경기도 평택시
힐스테이트 평택 더 퍼스트,경로당,경기도 평택시 서정북로 100 (서정동),,37.06973887,127.0619136,영업,031-668-8191,2024-11-20,243.04,경기도 평택시청,2026-03-15,3910000,경기도 평택시
평택포스코더샵아파트경로당,경로당,경기도 평택시 서정북로 99 (서정동),,37.071527,127.059999,영업,031-666-5943,2009-06-29,81,경기도 평택시청,2026-03-15,3910000,경기도 평택시
대반6리경로당,경로당,경기도 평택시 안중읍 대반6길 24,,36.976872,126.942989,영업,031-683-2791,1995-12-31,56.2,경기도 평택시청,2026-03-15,3910000,경기도 평택시
대반5리경로당,경로당,경기도 평택시 안중읍 대반5길 37,,36.979817,126.958145,영업,031-681-1403,2009-06-30,49.59,경기도 평택시청,2026-03-15,3910000,경기도 평택시
대반4리경로당,경로당,경기도 평택시 안중읍 대반4길 73-11,,36.980075,126.953682,영업,,2009-09-21,122.31,경기도 평택시청,2026-03-15,3910000,경기도 평택시
대반3리경로당,경로당,경기도 평택시 안중읍 대반3길 11-1,,36.984641,126.951272,영업,031-683-0887,2013-02-16,119.01,경기도 평택시청,2026-03-15,3910000,경기도 평택시
대반2리경로당,경로당,경기도 평택시 안중읍 대반2길 22,,36.988867,126.95127,영업,,2011-02-16,102.48,경기도 평택시청,2026-03-15,3910000,경기도 평택시
늘푸른아파트경로당,경로당,경기도 평택시 안중읍 안현로서7길 79,,36.981252,126.918015,영업,031-686-6658,1999-10-29,95.87,경기도 평택시청,2026-03-15,3910000,경기도 평택시
금곡4리경로당,경로당,경기도 평택시 안중읍 금곡4길 58-6,,36.995718,126.947492,영업,031-684-4790,2016-10-07,69.42,경기도 평택시청,2026-03-15,3910000,경기도 평택시
금곡3리경로당,경로당,경기도 평택시 안중읍 금곡3길 100-55,,36.999966,126.946894,영업,031-681-3153,1996-11-26,49.59,경기도 평택시청,2026-03-15,3910000,경기도 평택시
금곡2리경로당,경로당,경기도 평택시 안중읍 금곡2길 65-11,,37.001518,126.952164,영업,,2018-11-30,32.8,경기도 평택시청,2026-03-15,3910000,경기도 평택시
금곡경로당,경로당,경기도 평택시 안중읍 금곡1길 8,,36.998589,126.956249,영업,,2008-07-07,171.9,경기도 평택시청,2026-03-15,3910000,경기도 평택시
건영아파트경로당,경로당,경기도 평택시 안중읍 안현로서9길 164-9,,36.986845,126.916723,영업,031-684-8775,2005-04-01,85.95,경기도 평택시청,2026-03-15,3910000,경기도 평택시
영원경로당,경로당,경기도 평택시 서밀월로 19 (신장동),,37.075736,127.047626,영업,031-662-9366,1991-02-12,82,경기도 평택시청,2026-03-15,3910000,경기도 평택시
명륜경로당,경로당,경기도 평택시 밀월로21번길 18 (신장동),,37.07669,127.051989,영업,031-666-3231,1983-12-31,116,경기도 평택시청,2026-03-15,3910000,경기도 평택시
제역경로당,경로당,경기도 평택시 신장1로17번길 60(신장동),,37.084213,127.050805,영업,,1983-12-31,156.99,경기도 평택시청,2026-03-15,3910000,경기도 평택시
장수경로당,경로당,경기도 평택시 신장로 71-5 (신장동),,37.081505,127.04905,영업,031-666-3191,1976-12-31,73,경기도 평택시청,2026-03-15,3910000,경기도 평택시
목천경로당,경로당,경기도 평택시 목천로17번길 45-8 (신장동),,37.084775,127.053374,영업,031-666-3988,1985-12-31,69,경기도 평택시청,2026-03-15,3910000,경기도 평택시
남산경로당,경로당,경기도 평택시 신장로 98-2 (신장동),,37.084051,127.049637,영업,031-662-2703,1984-12-31,132,경기도 평택시청,2026-03-15,3910000,경기도 평택시
한일아파트경로당,경로당,경기도 평택시 경기대로 1576 (독곡동),,37.083616,127.062899,영업,031-667-4535,1993-09-03,69.42,경기도 평택시청,2026-03-15,3910000,경기도 평택시
지산코아루아파트경로당,경로당,경기도 평택시 지산로 137 (지산동),,37.082106,127.068062,영업,031-611-3566,2011-01-28,70,경기도 평택시청,2026-03-15,3910000,경기도 평택시
제일아파트경로당,경로당,경기도 평택시 지산2로 95 (지산동),,37.080456,127.059928,영업,031-665-5549,1992-01-01,62.81,경기도 평택시청,2026-03-15,3910000,경기도 평택시
장미아파트경로당,경로당,경기도 평택시 지산로37번길 10 (지산동),,37.079582,127.059732,영업,031-611-0620,1994-09-07,42.98,경기도 평택시청,2026-03-15,3910000,경기도 평택시
우곡경로당,경로당,경기도 평택시 우곡길 63 (지산동),,37.076827,127.079755,영업,031-611-7960,2010-08-17,74,경기도 평택시청,2026-03-15,3910000,경기도 평택시
오좌경로당,경로당,경기도 평택시 오좌동길 82 (독곡동),,37.085703,127.064733,영업,031-666-5236,2015-11-18,70.53,경기도 평택시청,2026-03-15,3910000,경기도 평택시
오리곡경로당,경로당,경기도 평택시 오리곡길 150,,37.085591,127.078086,영업,,2012-06-13,78.12,경기도 평택시청,2026-03-15,3910000,경기도 평택시
아주2차아파트경로당,경로당,경기도 평택시 지산천로 40 (독곡동),,37.083168,127.062795,영업,031-664-3773,1995-05-08,132.23,경기도 평택시청,2026-03-15,3910000,경기도 평택시
아주1차아파트경로당,경로당,경기도 평택시 송탄공원로 146 (지산동),,37.07722,127.065501,영업,031-662-9321,1994-07-22,105.79,경기도 평택시청,2026-03-15,3910000,경기도 평택시
신흥경로당,경로당,경기도 평택시 탄현로375번길 23 (신장동),,37.085888,127.057409,영업,031-665-0290,2010-06-11,135.21,경기도 평택시청,2026-03-15,3910000,경기도 평택시
송북시장경로당,경로당,경기도 평택시 탄현로346번길 24 (지산동),,37.082109,127.057028,영업,031-665-3380,2002-10-11,112.4,경기도 평택시청,2026-03-15,3910000,경기도 평택시
삼익2차아파트경로당,경로당,경기도 평택시 경기대로 1578 (독곡동),,37.084903,127.063945,영업,031-663-5914,1994-05-24,76.03,경기도 평택시청,2026-03-15,3910000,경기도 평택시
삼익1차아파트경로당,경로당,경기도 평택시 지산천로 51 (지산동),,37.08196,127.060922,영업,031-611-1022,1992-06-20,52.89,경기도 평택시청,2026-03-15,3910000,경기도 평택시
미주2차아파트경로당,경로당,경기도 평택시 송탄공원로 145 (지산동),,37.078856,127.064176,영업,031-664-9444,1995-05-04,112.07,경기도 평택시청,2026-03-15,3910000,경기도 평택시
라이프아파트(휴지)경로당,경로당,경기도 평택시 지산천로 66 (독곡동),,37.083226,127.060377,영업,031-667-1216,1992-12-19,85.95,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동안마을경로당,경로당,경기도 평택시 동안길 10-10 (지산동),,37.080479,127.077743,영업,,2010-07-15,111,경기도 평택시청,2026-03-15,3910000,경기도 평택시
동부아파트경로당,경로당,경기도 평택시 지산3로 75 (독곡동),,37.081366,127.063291,영업,031-663-6342,1993-12-22,99.17,경기도 평택시청,2026-03-15,3910000,경기도 평택시
근내리경로당,경로당,경기도 평택시 팽성읍 근내1길 25,,36.978031,127.04936,영업,031-691-5255,2013-02-07,79.34,경기도 평택시청,2026-03-15,3910000,경기도 평택시
객사6리경로당,경로당,경기도 평택시 팽성읍 동서촌로 161-10,,36.967542,127.066482,영업,031-657-9152,2005-03-25,52.89,경기도 평택시청,2026-03-15,3910000,경기도 평택시
객사5리경로당,경로당,경기도 평택시 팽성읍 안정로 126,,36.965311,127.055481,영업,031-691-7353,1999-05-02,50.52,경기도 평택시청,2026-03-15,3910000,경기도 평택시
객사4리경로당,경로당,경기도 평택시 팽성읍 부용로31번길 37-3,,36.966379,127.058298,영업,031-691-4694,1999-04-01,72.73,경기도 평택시청,2026-03-15,3910000,경기도 평택시
객사3리경로당,경로당,경기도 평택시 팽성읍 부용로 65-5,,36.965684,127.061608,영업,031-691-9000,1999-01-01,72.73,경기도 평택시청,2026-03-15,3910000,경기도 평택시
객사2리경로당,경로당,경기도 평택시 팽성읍 동서촌로 112-1,,36.964391,127.064544,영업,031-691-0057,1972-01-01,66.12,경기도 평택시청,2026-03-15,3910000,경기도 평택시
객사1리경로당,경로당,경기도 평택시 팽성읍 동서촌로129번길 20-9,,36.965932,127.064514,영업,031-691-5039,1999-01-01,62.81,경기도 평택시청,2026-03-15,3910000,경기도 평택시
